Description	lab	award	annotation_type	assay_term_name	organism	biosample_ontology	experimental_input	aliases	software_used	disease_term_id
ENCODE-rE2G predictions for fibroblast of skin of scalp; Donor: ENCDO576LXR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000524/	ENCSR360LBD	jesse-engreitz:encode_re2g_predictions_fibroblast_of_skin_of_scalp_ENCSR360LBD	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for fibroblast of skin of scalp; Donor: ENCDO576LXR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000524/	ENCSR770DEN	jesse-engreitz:encode_re2g_predictions_fibroblast_of_skin_of_scalp_ENCSR770DEN	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for fibroblast of skin of right biceps; Donor: ENCDO576LXR	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000525/	ENCSR383BLX	jesse-engreitz:encode_re2g_predictions_fibroblast_of_skin_of_right_biceps_ENCSR383BLX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR617NTY	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR617NTY	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR810CTB	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR810CTB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR273GCF	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR273GCF	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR219KTW	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR219KTW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR343MCI	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR343MCI	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR466SUZ	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR466SUZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR653OVF	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR653OVF	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR223KKX	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR223KKX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR416QNA	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR416QNA	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR038POV	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR038POV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR660FSU	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR660FSU	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR312INU	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR312INU	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR771JQH	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR771JQH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO106CDP	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR300NZA	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR300NZA	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-cell; Donor: ENCDO282XZV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000537/	ENCSR303JDG	jesse-engreitz:encode_re2g_predictions_activated_T-cell_ENCSR303JDG	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-helper 1 cell; Donor: ENCDO374BBL	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000633/	ENCSR636DIR	jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR636DIR	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-helper 1 cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000633/	ENCSR635QIZ	jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR635QIZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-helper 1 cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000633/	ENCSR595THL	jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR595THL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-helper 1 cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000633/	ENCSR932OSG	jesse-engreitz:encode_re2g_predictions_activated_T-helper_1_cell_ENCSR932OSG	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated T-helper 2 cell; Donor: ENCDO374BBL	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000634/	ENCSR780ABS	jesse-engreitz:encode_re2g_predictions_activated_T-helper_2_cell_ENCSR780ABS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated effector memory CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000660/	ENCSR173BJC	jesse-engreitz:encode_re2g_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR173BJC	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated effector memory CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000660/	ENCSR692PKU	jesse-engreitz:encode_re2g_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR692PKU	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for activated effector memory CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000660/	ENCSR732IFV	jesse-engreitz:encode_re2g_predictions_activated_effector_memory_CD4-positive__alpha-beta_T_cell_ENCSR732IFV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated naive B cell; Donor: ENCDO352FHC	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000661/	ENCSR438LZG	jesse-engreitz:encode_re2g_predictions_stimulated_activated_naive_B_cell_ENCSR438LZG	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR075MQZ	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR075MQZ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR470QCE	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR470QCE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR724QTW	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR724QTW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR933HFM	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR933HFM	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR953UJL	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR953UJL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR207CQH	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR207CQH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR616AEG	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR616AEG	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR884ODJ	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR884ODJ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR531UVE	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR531UVE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR998IXQ	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR998IXQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR987GUS	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR987GUS	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR324SGE	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR324SGE	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR881CRY	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR881CRY	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR019MZH	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR019MZH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR245AXW	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR245AXW	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR551LAH	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR551LAH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR553WJB	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR553WJB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR579DBA	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR579DBA	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR010TMX	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR010TMX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR607HIL	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR607HIL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR658NVL	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR658NVL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR152AVY	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR152AVY	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR734VFU	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR734VFU	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR050VTC	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR050VTC	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR548KXH	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR548KXH	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR566HLQ	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR566HLQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR799MAX	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR799MAX	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR605SQL	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR605SQL	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR634ZYB	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR634ZYB	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO833KUM	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR323PWV	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR323PWV	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR323TXQ	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR323TXQ	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO923WRX	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR255OGF	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR255OGF	encode:re2g_modelV2.0.0	
ENCODE-rE2G predictions for stimulated activated CD4-positive, alpha-beta T cell; Donor: ENCDO299FMV	/labs/jesse-engreitz/	UM1HG009436	element gene link predictions	DNase-seq	human	/biosample-types/primary_cell_NTR_0000663/	ENCSR419CKG	jesse-engreitz:encode_re2g_predictions_stimulated_activated_CD4-positive__alpha-beta_T_cell_ENCSR419CKG	encode:re2g_modelV2.0.0	
