Cluster	DNase_ENCODE_ID	DNase_Output_Type	thresholded_bigInteract	full_predictions	thresholded_bedpe	thresholded_predictions	thresholded_bedpe_SYNAPSE_ID	full_predictions_SYNAPSE_ID	thresholded_bigInteract_SYNAPSE_ID	thresholded_predictions_SYNAPSE_ID
urinary_bladder_ENCSR813CKU	ENCFF351RLC	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_urinary_bladder_ENCSR813CKU_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_urinary_bladder_ENCSR813CKU_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_urinary_bladder_ENCSR813CKU_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_urinary_bladder_ENCSR813CKU_thresholded_predictions.tsv.gz	syn55180226	syn55180230	syn55180223	syn55180224
pancreas_ENCSR056PFI	ENCFF988IQG	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR056PFI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR056PFI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR056PFI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR056PFI_thresholded_predictions.tsv.gz	syn55180231	syn55180235	syn55180227	syn55180228
pancreas_ENCSR178JBL	ENCFF027VJJ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR178JBL_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR178JBL_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR178JBL_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR178JBL_thresholded_predictions.tsv.gz	syn55180234	syn55180239	syn55180232	syn55180233
pancreas_ENCSR236KPK	ENCFF025CEB	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR236KPK_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR236KPK_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR236KPK_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR236KPK_thresholded_predictions.tsv.gz	syn55180240	syn55180245	syn55180236	syn55180238
pancreas_ENCSR242RPQ	ENCFF942NPB	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR242RPQ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR242RPQ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR242RPQ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR242RPQ_thresholded_predictions.tsv.gz	syn55180244	syn55180249	syn55180241	syn55180242
pancreas_ENCSR338NEI	ENCFF180RAM	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR338NEI_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR338NEI_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR338NEI_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR338NEI_thresholded_predictions.tsv.gz	syn55180250	syn55180253	syn55180246	syn55180248
pancreas_ENCSR589HAC	ENCFF979ZTM	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR589HAC_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR589HAC_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR589HAC_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR589HAC_thresholded_predictions.tsv.gz	syn55180254	syn55180260	syn55180251	syn55180252
pancreas_ENCSR595HZQ	ENCFF219VNL	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR595HZQ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR595HZQ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR595HZQ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR595HZQ_thresholded_predictions.tsv.gz	syn55180259	syn55180263	syn55180255	syn55180257
pancreas_ENCSR999VDH	ENCFF456GDF	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_pancreas_ENCSR999VDH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_pancreas_ENCSR999VDH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_pancreas_ENCSR999VDH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_pancreas_ENCSR999VDH_thresholded_predictions.tsv.gz	syn55180264	syn55180269	syn55180261	syn55180262
sciatic_nerve_ENCSR672MOG	ENCFF107GZP	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_sciatic_nerve_ENCSR672MOG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_sciatic_nerve_ENCSR672MOG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_sciatic_nerve_ENCSR672MOG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_sciatic_nerve_ENCSR672MOG_thresholded_predictions.tsv.gz	syn55180268	syn55180273	syn55180265	syn55180267
tibial_nerve_ENCSR401ESD	ENCFF680PST	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR401ESD_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR401ESD_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR401ESD_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR401ESD_thresholded_predictions.tsv.gz	syn55180272	syn55180277	syn55180270	syn55180271
tibial_nerve_ENCSR484UAU	ENCFF234VOE	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR484UAU_thresholded_predictions.tsv.gz	syn55180278	syn55180281	syn55180274	syn55180276
tibial_nerve_ENCSR508FVM	ENCFF647TLU	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_tibial_nerve_ENCSR508FVM_thresholded_predictions.tsv.gz	syn55180282	syn55180287	syn55180279	syn55180280
muscle_of_leg_ENCSR033DQS	ENCFF408FZW	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR033DQS_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR033DQS_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR033DQS_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR033DQS_thresholded_predictions.tsv.gz	syn55180288	syn55180291	syn55180283	syn55180285
muscle_of_leg_ENCSR059LXL	ENCFF164XBH	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR059LXL_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR059LXL_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR059LXL_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR059LXL_thresholded_predictions.tsv.gz	syn55180292	syn55180296	syn55180289	syn55180290
muscle_of_leg_ENCSR167XSQ	ENCFF585QKS	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR167XSQ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR167XSQ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR167XSQ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR167XSQ_thresholded_predictions.tsv.gz	syn55180297	syn55180300	syn55180294	syn55180295
muscle_of_leg_ENCSR198JXW	ENCFF861RFY	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR198JXW_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR198JXW_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR198JXW_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR198JXW_thresholded_predictions.tsv.gz	syn55180301	syn55180305	syn55180298	syn55180299
muscle_of_leg_ENCSR272RQX	ENCFF586FPS	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR272RQX_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR272RQX_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR272RQX_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR272RQX_thresholded_predictions.tsv.gz	syn55180306	syn55180309	syn55180302	syn55180304
muscle_of_leg_ENCSR286WIA	ENCFF090SSA	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR286WIA_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR286WIA_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR286WIA_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR286WIA_thresholded_predictions.tsv.gz	syn55180310	syn55180315	syn55180307	syn55180308
muscle_of_leg_ENCSR294QCR	ENCFF533IND	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR294QCR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR294QCR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR294QCR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR294QCR_thresholded_predictions.tsv.gz	syn55180316	syn55180319	syn55180313	syn55180314
muscle_of_leg_ENCSR297ORG	ENCFF542IEJ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR297ORG_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR297ORG_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR297ORG_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR297ORG_thresholded_predictions.tsv.gz	syn55180320	syn55180324	syn55180317	syn55180318
muscle_of_leg_ENCSR514QHN	ENCFF214WFZ	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR514QHN_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR514QHN_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR514QHN_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR514QHN_thresholded_predictions.tsv.gz	syn55180325	syn55180328	syn55180321	syn55180323
muscle_of_leg_ENCSR622CAH	ENCFF323LGU	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR622CAH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR622CAH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR622CAH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR622CAH_thresholded_predictions.tsv.gz	syn55180329	syn55180333	syn55180326	syn55180327
muscle_of_leg_ENCSR861NUH	ENCFF937JYF	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR861NUH_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR861NUH_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR861NUH_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR861NUH_thresholded_predictions.tsv.gz	syn55180334	syn55180337	syn55180330	syn55180331
muscle_of_leg_ENCSR937RVN	ENCFF704PUT	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR937RVN_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR937RVN_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR937RVN_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR937RVN_thresholded_predictions.tsv.gz	syn55180338	syn55180343	syn55180335	syn55180336
muscle_of_leg_ENCSR938UOR	ENCFF071RKT	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_leg_ENCSR938UOR_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR938UOR_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_leg_ENCSR938UOR_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_leg_ENCSR938UOR_thresholded_predictions.tsv.gz	syn55180344	syn55180347	syn55180339	syn55180342
ascending_aorta_ENCSR422IIZ	ENCFF396JLE	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_ascending_aorta_ENCSR422IIZ_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_ascending_aorta_ENCSR422IIZ_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_ascending_aorta_ENCSR422IIZ_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_ascending_aorta_ENCSR422IIZ_thresholded_predictions.tsv.gz	syn55180348	syn55180353	syn55180345	syn55180346
ascending_aorta_ENCSR968TPO	ENCFF361GMH	alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_ascending_aorta_ENCSR968TPO_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_ascending_aorta_ENCSR968TPO_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_ascending_aorta_ENCSR968TPO_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_ascending_aorta_ENCSR968TPO_thresholded_predictions.tsv.gz	syn55180352	syn55180357	syn55180349	syn55180351
muscle_of_arm_ENCSR062DXC	ENCFF090RIU	unfiltered alignments	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bigInteract/encode_e2g_predictions_muscle_of_arm_ENCSR062DXC_thresholded_predictions.bigInteract	/scratch/users/agschwin/encode_re2g/dhs_only/full_predictions/encode_e2g_predictions_muscle_of_arm_ENCSR062DXC_full_predictions.tsv.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_bedpe/encode_e2g_predictions_muscle_of_arm_ENCSR062DXC_thresholded_predictions.bedpe.gz	/scratch/users/agschwin/encode_re2g/dhs_only/thresholded_predictions/encode_e2g_predictions_muscle_of_arm_ENCSR062DXC_thresholded_predictions.tsv.gz	syn55180356	syn55180361	syn55180354	syn55180355
